,DEPT,ASP,Facies_IPSOM_IPSOM,GR,LLD,PHIE,TNPH,VSH_GR,WELL
177605,1120.5,0.594098,4.0,166.995,5.910925,0.280662,0.3456,0.2240915,63
177606,1120.6,0.578778,4.0,165.87,5.606907,0.281586,0.34602,0.2155541,63
177607,1120.7,0.559858,4.0,165.0375,5.417817,0.281384,0.34602,0.2094465,63
177608,1120.8,0.533738,4.0,164.8237,5.316562,0.279793,0.34602,0.2079065,63
177609,1120.9,0.499378,4.0,165.2737,5.224954,0.276077,0.3456,0.2111619,63
177610,1121.0,0.457458,4.0,165.78,5.163571,0.271549,0.3456,0.2148853,63
177611,1121.1,0.407898,4.0,166.3875,5.115828,0.266578,0.34686,0.2194402,63
177612,1121.2,0.350118,4.0,167.1975,5.023133,0.260404,0.34938,0.2256639,63
177613,1121.3,0.292938,4.0,167.8613,4.919381,0.254239,0.35316,0.2308951,63
177614,1121.4,0.240078,4.0,168.4575,4.822281,0.248648,0.3582,0.2356977,63
177615,1121.5,0.192578,4.0,169.4138,4.695327,0.243104,0.36408,0.2436095,63
177616,1121.6,0.151858,4.0,170.1113,4.548542,0.238304,0.36996,0.2495474,63
177617,1121.7,0.227558,4.0,170.0888,5.260367,0.254469,0.37626,0.2944475,63
177618,1121.8,0.200958,4.0,169.6613,5.234621,0.255827,0.38256,0.289876,63
177619,1121.9,0.179138,4.0,169.0425,5.142892,0.257807,0.38844,0.2833847,63
177620,1122.0,0.161938,4.0,168.12,4.982241,0.260286,0.39348,0.2739758,63
177621,1122.1,0.149218,4.0,167.49,4.710357,0.261941,0.39726,0.2677302,63
177622,1122.2,0.140778,4.0,167.7263,4.330572,0.26193,0.39978,0.2700555,63
177623,1122.3,0.135438,4.0,168.84,3.859147,0.259534,0.40062,0.281292,63
177624,1122.4,0.133618,4.0,170.37,3.348624,0.255126,0.39936,0.2974943,63
177625,1122.5,0.135638,4.0,172.0688,2.877466,0.250404,0.39726,0.3165791,63
177626,1122.6,0.140618,4.0,173.79,2.456509,0.244935,0.3939,0.3371659,63
177627,1122.7,0.147278,4.0,175.2637,2.101561,0.238931,0.38928,0.3558531,63
177628,1122.8,0.154438,4.0,176.2425,1.856678,0.233966,0.38466,0.3688325,63
177629,1122.9,0.160198,4.0,177.0188,1.711667,0.229855,0.38088,0.3794622,63
177630,1123.0,0.163238,4.0,177.9075,1.649008,0.225587,0.37794,0.3920093,63
177631,1123.1,0.163458,4.0,178.74,1.649416,0.22154,0.37584,0.4041381,63
177632,1123.2,0.161638,4.0,179.3475,1.717967,0.219177,0.37542,0.4132253,63
177633,1123.3,0.158818,4.0,179.7525,1.815315,0.217467,0.37542,0.4193965,63
177634,1123.4,0.156338,4.0,179.8875,1.915832,0.216092,0.375,0.421474,63
177635,1123.5,0.155118,4.0,179.64,2.005971,0.215156,0.37374,0.4176732,63
177636,1123.6,0.155258,4.0,179.19,2.097258,0.215057,0.37248,0.41085,63
177637,1123.7,0.156138,4.0,178.695,2.17251,0.215232,0.37122,0.403473,63
177638,1123.8,0.157138,4.0,178.3237,2.228617,0.215538,0.37038,0.3980275,63
177639,1123.9,0.157478,4.0,178.2,2.265269,0.215919,0.37038,0.3962287,63
177640,1124.0,0.156398,4.0,178.2112,2.271375,0.216045,0.3708,0.3963918,63
177641,1124.1,0.154018,4.0,178.0087,2.279222,0.217197,0.37206,0.3934647,63
177642,1124.2,0.150658,4.0,177.3675,2.287062,0.219123,0.37332,0.3843371,63
177643,1124.3,0.146998,4.0,176.4225,2.29818,0.221616,0.37458,0.3712705,63
177644,1124.4,0.143818,4.0,175.185,2.335672,0.225201,0.37626,0.3548287,63
177645,1124.5,0.141738,4.0,173.7675,2.370049,0.228469,0.3771,0.3368883,63
177646,1124.6,0.141178,4.0,172.4512,2.415145,0.23136,0.37752,0.3210426,63
177647,1124.7,0.142358,4.0,171.4725,2.489661,0.234366,0.37836,0.3097448,63
177648,1124.8,0.144858,4.0,170.55,2.58471,0.237121,0.37878,0.2994607,63
177649,1124.9,0.148238,4.0,169.5375,2.713798,0.240196,0.3792,0.2885658,63
177650,1125.0,0.154478,4.0,168.5363,2.932484,0.245573,0.3813,0.2781819,63
177651,1125.1,0.160178,4.0,167.5462,3.181171,0.251135,0.38382,0.268282,63
177652,1125.2,0.162838,4.0,166.59,3.435891,0.256248,0.38676,0.2590543,63
177653,1125.3,0.164278,4.0,165.96,3.672104,0.260512,0.3897,0.253149,63
177654,1125.4,0.164098,4.0,165.69,3.882507,0.263819,0.39264,0.2506595,63
177655,1125.5,0.162338,4.0,165.8025,4.000722,0.2649,0.39432,0.2516938,63
177656,1125.6,0.159338,4.0,166.5112,4.013808,0.263494,0.39474,0.2583087,63
177657,1125.7,0.155518,4.0,167.76,3.936393,0.260137,0.39432,0.2703892,63
177658,1125.8,0.151298,4.0,169.065,3.829425,0.256482,0.3939,0.2836181,63
177659,1125.9,0.147058,4.0,170.2125,3.69545,0.252567,0.39306,0.2957842,63
